[INFO](2026-06-03 00:17:21.746)	 LLA:LLA:start command(from ): Update[]
[INFO](2026-06-03 01:07:30.425)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:07:30.443)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:07:34.167)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:07:34.167)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:07:34.233)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:07:37.959)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:07:37.960)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:07:37.983)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:07:41.709)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:07:41.709)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:07:41.732)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:07:45.471)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:07:45.471)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:07:45.479)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:07:49.203)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:07:49.204)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:07:49.225)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 01:07:49.247)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 01:07:52.963)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:07:52.964)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:07:52.991)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:07:56.733)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:07:56.734)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:07:56.760)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:00.497)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:00.498)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:00.518)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:04.248)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:04.248)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:04.262)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:07.983)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:07.984)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:08.019)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:11.745)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:11.745)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:11.781)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:15.513)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:15.513)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:15.549)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:19.279)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:19.279)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:19.295)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:23.019)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:23.020)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:23.050)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:26.783)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:26.784)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:26.821)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:30.554)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:30.554)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:30.575)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:34.305)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:34.306)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:34.333)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:38.077)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:38.077)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:38.113)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:41.839)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:41.839)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:41.862)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:45.601)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:45.601)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:45.619)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:49.343)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:49.343)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:49.394)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:53.125)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:53.125)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:53.147)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:08:56.879)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:08:56.880)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:08:56.919)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:00.662)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:00.663)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:00.722)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:04.455)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:04.455)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:04.493)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 01:09:04.531)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 01:09:08.247)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:08.247)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:08.265)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:12.008)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:12.009)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:12.047)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:15.774)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:15.774)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:15.785)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:19.509)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:19.509)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:19.547)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:23.287)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:23.288)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:23.341)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:27.077)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:27.077)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:27.096)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:30.823)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:30.824)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:30.866)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:34.601)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:34.601)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:34.607)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:38.331)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:38.331)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:38.367)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:42.097)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:42.098)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:42.143)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:45.871)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:45.872)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:45.909)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:49.647)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:49.648)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:49.689)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:53.421)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:53.421)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:53.457)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:09:57.191)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:09:57.192)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:09:57.239)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:00.981)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:00.981)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:01.009)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:04.737)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:04.737)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:04.776)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:08.517)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:08.518)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:08.544)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:12.272)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:12.273)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:12.298)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:16.019)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:16.019)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:16.051)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:19.777)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:19.777)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:19.796)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 01:10:19.829)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 01:10:23.542)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:23.542)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:23.549)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:27.272)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:27.273)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:27.289)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:31.015)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:31.015)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:31.024)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:34.741)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:34.742)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:34.765)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:38.485)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:38.486)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:38.511)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:42.235)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:42.236)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:42.259)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:45.982)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:45.983)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:46.011)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:49.739)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:49.739)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:49.745)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:53.467)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:53.467)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:53.527)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:10:57.247)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:10:57.247)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:10:57.254)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:00.975)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:00.976)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:01.026)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:04.750)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:04.750)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:04.757)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:08.481)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:08.482)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:08.522)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:12.251)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:12.251)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:12.261)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:15.978)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:15.978)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:16.003)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:19.731)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:19.731)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:19.745)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:23.474)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:23.474)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:23.509)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:27.235)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:27.235)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:27.248)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:30.966)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:30.966)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:30.973)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:34.694)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:34.695)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:34.715)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 01:11:34.732)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 01:11:38.449)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:38.449)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:38.456)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:42.179)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:42.180)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:42.225)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:45.959)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:45.960)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:46.007)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:49.736)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:49.736)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:49.745)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:53.475)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:53.476)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:53.513)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:11:57.243)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:11:57.243)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:11:57.259)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:00.975)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:00.975)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:01.005)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:04.731)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:04.731)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:04.741)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:08.463)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:08.464)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:08.497)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:12.221)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:12.222)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:12.238)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:15.967)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:15.968)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:16.015)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:19.742)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:19.742)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:19.749)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:23.475)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:23.476)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:23.507)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:27.233)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:27.234)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:27.263)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:30.987)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:30.987)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:31.029)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:34.773)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:34.773)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:34.797)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:38.537)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:38.538)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:38.575)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:42.315)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:42.315)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:42.362)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:46.095)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:46.095)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:46.115)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:49.855)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:49.856)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:49.891)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[WARN](2026-06-03 01:12:49.928)	 LLA:step 1051读取PM2调度快照失败，回退等待后重试.
[INFO](2026-06-03 01:12:53.650)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:53.650)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:53.701)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:12:57.433)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:12:57.434)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:12:57.470)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
[INFO](2026-06-03 01:13:01.199)	 LLA:step:1051,loadLockA PendingTasks 有片,触发Robot取片流程.
[INFO](2026-06-03 01:13:01.199)	 LLA:step 1051 WTR空闲，准备取片.
[WARN](2026-06-03 01:13:01.206)	 LLA:检测状态:pm2Has=0, armA_has=0, armB_has=0
